,text,rated,coloring,date,name,bank,sex
236,"При обращении в офис банка ВТБ (г Волгоград) лично, нам сообщили, что минимальная сумма кредита 100 000. На аргументы что на сайте от 30к, нам сказали, что это на сайте, а в офисе только 100 000 При обращении на горячую линии, первый оператор тое сообщил о 30 000, а второй, видимо вторая линия, сообщил, достаточно не дружелюбно, что у них нет информации о минимальной сумме кредита и если сотрудник в офисе сказал, что от 100 000, значит слушайте его рекомендации, а потом гасите досрочно, подумаешь переплатите за 2-3 дня проценты. На мою просьбу пояснить, общие правила получения кредита, мне еще раз достаточно невежливо напомнили, что они на горячей линии такой информацией не владеют. На мой взгляд это выглядит как навязывание услуг, в частности лишней суммы, для выполнения плана продаж, что является прямым нарушением законодательства РФ. Впечатления о банке самые негативные.",1,bad,"07 сент, 2021",Надежда,vtb,female
237,написал заявление на предоставление выписки по закрытому счету. До сих пор заявление в работе. 12 рабочих дней. Мрак. Ужас. И непрофессионализм.,1,bad,"07 сент, 2021",Денис,rajffajzenbank,male
238,"С 2014 г. работая в Сочи получал зарплату на банк ВТБ. Проблемы начались с 2017-2021гг. В 2017 г. навязали якобы какой-то кредит по телефону в 10000 рублей, постоянно списывали деньги с зарплатной карты, потом вообще заявили что долг не погащен и обратились в суд (как всегда заочный волшебный для коллекторов судебный приказ, про который должник и не знает), но перед этим названивали коллекторы день и ночь представляясь сотрудниками банка (я написал в 2018г. суда отзыв и перечислил 250 тел. номеров,  после этого звонки прекратились) придя в банк никаких долгов не было, в итоге в 2018г. блокируют все карты, вынесен СП, в 2019г. исполнительное производство им вернули, хорошо, они подали повторно, повторно им все вернули. Я не вникал в подробности так как кредит не брал и ИП все закрыты, эти неугомонные коллекторы в 2020г. начали опять мне названивать что висит долг, затем опять подали ИЛ на производство им  опять отказали. И вот о чудо летом 2021г. эти мощенники и бандиты опять активировались. Опять звонки с тел. 8915....., 8916....., если ВАМ отказали ВЫ че такие неугомонные коллекторы, подавайте в суд с исковым заявлением, с договором и моей подписью. Знают что суд их уже пошлет 100%. Какого лешего мне названиваете, денег я не брал и никому ничего не должен. Все телефонные разговоры с Вашими аферистами сотрудниками и фамилиями записаны, выложу во все сети. Достали уже самый конченый банк",1,bad,"07 сент, 2021",Андрей,vtb,male
239,"Взял ""Движкарту"" в Санкт-Петербурге, где обещан кэшбэк на АЗС, платные дороги в Питере, Москве и другую мелочь. Оказалось, что проезд по единственной в Питере платной дороге (ЗСД) не считается бвнком категорией ""платные дороги""! Это просто прикол. Питерский банк, заявляющий кэшбэк от платных дорог, не считает ЗСД принадлежащей этой категории! Транзакции, которые пришли в банк от того, что я въехал и выехал с дороги, оплатив картой банка Александровский, следующие: ""VTS PVP ZSD/SANKT-PETERBURG"", MCC 9399. Но попали они в категорию ""штрафы, налоги"". Оказалось, что банк под термином ""платные дороги"" понимает другой код MCC. Но, простите, это же просто бред! Единственная платная дорога ЗСД, это вам не ""шаурмяшная дяди Коли"", здесь всё официально, серьезный банк обслуживает, проводит платежи. На мои резонные попытки решить эту проблему банка (заявляющего о кэшбэке за платные дороги, но не включившего транзакции ЗСД в этот пункт) не привели к положительному результату. Получается, что банк нагло обманыает своих клиентов в этом вопросе! Дополнительно, у банка в середине лета появилось требование, чтобы не менее 20% операций по карте было без кэшбэка, что совсем неудобно при пользовании. Каждый месяц нужно вручную высчитывать, чтобы не кэшбэкных операций было не менее 20%, иначе кэшбэк не будет выплачен вовсе!",1,bad,"06 сент, 2021",Алексей,aleksandrovskij,male
240,"мы бюджетное учреждение и в данном банке наш подрядчик получил банковскую гарантию и предоставил ее нам, вместо того, чтобы устранить дефекты по гарантийному сроку. Мы составили письмо на банк о получении этой гарантии (чтобы самим найти другого подрядчика и устранить дефекты), приложили все документы, нам пришел отказ, написали, что документы не по форме (расчет суммы гарантии). Начали искать эту форму в интернете, не нашли. Позвонили в банк, попросили выслать эту форму, так как ее не существует в официальном виде, нам ответили ""Ищите в интернете, или нанимайте грамотного юриста"". Поэтому если ваш подрядчик принесет гарантию от этого банка, готовьтесь, что банк до последнего не будет отдавать вам ваши деньги...",1,bad,"06 сент, 2021",Ал на Шпакова,realistbank,unkn
241,"Решил открыть накопительный счёт «Управляй процентом» в данном банке. Оставил заявку на сайте для выпуска карты, заполнив всю необходимую информацию. По прошествии назначенного времени никакой информации о готовности карты смс сообщением не получил. Позвонил сам в банк и пришёл в офис. Заполнив все документу, получил карту на руки. Менеджер заверила, что карту активировать не надо, но подойдя к банкомату, я был неприятно удивлён, что мою карту банкомат не принимает. Пришлось возвращаться обратно для разблокировки карты. К сожалению на этом неприятности не закончились. На следующий день внёс  N сумму денег на карту и попробовал открыть вышеуказанный счёт через мобильное приложение. Получил ошибку без объяснения причины. Направился снова в офис, где менеджер предложила открыть данный счёт через них. Заполнив документы меня направили в кассу, где работник попыталась снять деньги с карты, чтобы потом снова внести их на накопительный счёт. И в конечном итоге у неё ничего не вышло, т.к. на карте сработал лимит. Меня попросили обратиться к менеджеру, а потом снова вернуться в кассу. Порядком раздражённый я ушёл с этого офиса и позвонил на горячую линию банка. Там объяснили, что лимит на операции в 200т руб действует в течение 24 часов с момента регистрации в приложении. Через пару часов позвонили из банка, сообщив о том, что так как счёт был открыт, но деньги не были внесены я не получу проценты. Как решение проблемы предложили закрыть данный счёт, на что я согласился. По прошествии суток решил наконец открыть счёт «Управляй процентом» через приложение . Но к удивлению, теперь он просто отсутсвует среди возможных счетов для открытия, и даже счёт «Накопительный» при попытке открытия выдаёт ошибку. Итог: следующее посещение банка будет для вывода денег и закрытия счета в этом банке.",1,bad,"05 сент, 2021",Павел,gazprombank,male
242,"Это просто ужас, отделение в Ярославле, постоянно очереди, что не придёшь,принимают всегда только два оператора, остальные сидят или бегают, стоишь по три часа и никаких мер не принимают((( Ужас и позор!",1,bad,"03 сент, 2021",Светлана Сергеевна,gazprombank,unkn
243,"Оформил кридитную карту, пользовался пока не произошло слияние двух банков. Внёс сумму для погашения, не дошла. Второй раз внес, тоже не дошла. В регионе филиал закрыли, работают только по телефону, высылать реквизиты офицыально отказываются, по телефону информацией не владеют, пять раз обращался, пять разных сум назвали.это не банк.",1,bad,"03 сент, 2021",Алексей Сергеевич,rosbank,unkn
244,"Отвратительное отношения к клиентам! Ждать в очереди пришлось 2 часа. Отделение банка в СПб, на пр. Просвещения, 34. Впускают в помещение по 3 человека, операционистов на рабочих местах 1,5 человека. Это при наличии 4-х рабочих мест в помещении. Зато за дверью, на улице человек 15, люди вынуждены мерзнуть ожидая очереди. При мне у двоих возможных клиентов пропало желание размещать свои ден. средства при таких условиях, люди развернулись и ушли. Местному руководству глубоко наплевать на эффективность работы отделения банка, видимо им зарплату платят исключительно за присутствие на рабочем месте. ПОЗОР ГАЗПРОМБАНКУ!!!   Размещу эту информацию на всех возможных ресурсах.",1,bad,"03 сент, 2021",Наталья,gazprombank,female
245,"В июле 2021г взяли кредит в этом банке. Через недели три погасили часть кредита. В личном кабинете информация не обновлялась и решили сходить в отделение банка. Предварительно решили просмотреть договор и каково было наше удивление, когда мы увидели два сертификата ( 4900 и 9900 ) , про которые сотрудник банка ни слова не сказал. А стоимость этих сертификатов включили в кредит и сняли со счета впоследствии. В отделении банка также узнали , что нам оформили Ренессанс страхование « Безоблачное будущее», стоимость которого составляет 33000!!!!! Это сверх моего понимания! Просто молча, ни слова про эти сертификаты. В отдалении банка сотрудник сказал ( это стандартные фразы) : Вы видели что подписываете. Вы серьёзно?! Вы серьёзно считаете, что мы бы подписали эти сертификаты ( юридическая поддержка и пакет «Комфортный» ), которыми в принципе не воспользуемся!!! Просто обман людей на 48000. Молодцы Газпромбанк!!!👍🏻👍🏻👍🏻",1,bad,"02 сент, 2021",Валентина Николаевна,gazprombank,unkn
246,"Добрый день, у нас произошла неприятная ситуация, я директор компании «Русские авиационные гонки», вчера мы снимали деньги с нашего официального счёта и банк снял на 700 тыс руб. больше (без нашего ведома), плюс лишние % за снятие наличных, сейчас мы ждём возврат, не можем понять это мошенничество или нелепая случайность, нам пока только обещают ее решить, а реальных действий не видим. Наши юристы готовят заявление в полицию. Русские авиационные гонки - организация, где летают отважные пилоты, но оказались бессильны против произвола банкиров.",1,bad,"02 сент, 2021",Алексей,vtb,male
247,"Заказала дебетовую умную карту. Курьер приехала в назначенный день, подписали документы, сфотографировала паспорт, меня с конвертом. Открыла карту, проверила 4 последних цифры. Попросила скачать приложение и зарегистрироваться. Приложение выдавало ошибку и так несколько раз, она все проверила, вроде все правильно. Курьер спешила и сказала подождать и попробовать еще раз - мол сами разберетесь и ушла. Прошли сутки, итог тот же. Позвонила по указанному на сайте номеру. Сказали, что мой номер к карте не привязан и нужно идти в банк. Вопрос - как так? Смысл доставки карты, если мне потом нужно идти в банк... Итог - на руках карта без какого либо пин-кода (потому что все, что мне дали - это конверт с картой) и невозможность зарегистрироваться. В банк идти не хочу, ужасно недовольна обслуживаем и организацией. Звонила узнать, как закрыть счет - и что вы думаете...нужно идти в банк! Теперь вот думаю... а сотрудник ли банка мне принесла карту... ситуация вообще нормальная??",1,bad,"02 сент, 2021",Елизавета,gazprombank,female
248,"Ночью 2.09.2021 произошли несанкционированные списания денежных средств с НАКОПИТЕЛЬНОГО (копилка) счёта в пользу 3 лиц. Сумма приличная т.к. был оформлен кредит в этом же Банке. Когда проснулись обнаружили списания в приложении. И пуш уведомление о входе в личный кабинет. Т.Е. защита накопительного вклада на нуле. Хотя по условиям пользования с накопительного можно перевести средства только на свой мастер счёт. Но списание шли на карты мошенников и никакая защита не сработала. Кроме того, позвонив на горячую линию для блокировки, сотрудник банка умышленно отправил нас в полицию (не в банк а именно в полицию) т.к. возможность хоть что-то предпринять по страховке вклада существует только в течении 24 часов. А обратившись в полицию мы гарантированно потеряли бы время!!!!! И это крупнейший банк!!!!! И это горячая линия (как теперь понимаем не настроена помогать клиентам а настроена на отправку по большому кругу.....к сожалению)",1,bad,"02 сент, 2021",Сергей,vtb,male
249,"Здравствуйте,  всем, В очередной раз столкнулся с ""наша система работает как и положено"" при работе с VTB-Онлайн. сам при перевыпуске моей карты (по окончанию действия) - поменял номер карты (молодцы - все сохраняют номер - тут поменяли, чтобы ""облегчить жизнь"" ), ну это полбеды. Пережить можно - не проблема. Беда в том, номер карты (вот совпадение стал больше), был 1111 (срок истёк), а стал 2222(действующая). Теперь при проведении ЛЮБЫХ действий - банк настойчиво предлагает осуществлять платежи с просроченной карты (вот молодец). А она и выглядит как нормальная - деньги на карте есть - вся такая хорошая - ну блин, ничего не может помешать платежу. И все бы ничего - если бы предупреждал, что нельзя это делать, так наш КЛИЕНТО-ОРИЕТНИРОВАННЫЙ банк ждёт, пока платёж будет зарегистрирован ( успешно блин - номер платежки - все дела), но не проводит его ( и все!!!).<br/> И не дай бог, ты через определнной время сам не проверишь эту платежку - будешь полагать, что все в ажуре. На мои просьбы банк сначала попросил все в деталях описать, а потом сообщил - ""наша система отображает вашу карточку с истёкшим сроком действия корректно ..."", ну и конечно же (дословно ""Мы прилагаем все усилия, чтобы предоставить Вам удобный и надёжный инструмент для управления Вашими денежными средствами""). Таким образом банк предложил, КАЖДЫЙ РАЗ ПРИ ПРОВЕДЕНИЯ ПЛАТЕЖА - просто всегда менять недействительную карточку на правильную карточку - чего проще. Ужасная система - АБСОЛЮТНО НЕ КЛИЕНТО-ОРИЕНТИРОВАННАЯ - постоянно нужно делать лишние действия, и самое главное НЕ ЗАБЫВАТЬ о них - а то потом будешь разгребать последствия непроведенных платежей.",1,bad,"01 сент, 2021",Дмитрий,vtb,male
250,"Добрый день! Делал заявку на кредит наличными на сайте. Пришло уведомление, что ждут в офисе банка с документами. Пришел 24.08, подписал первичные документы, сказали ждать решения, перезвонят. пришло сообщение от сайта, от банка ни звонков ни сообщений. Собрал необходимые документы и 1.09 пришел в банк. Просидел 1 час ожидая очереди, и как оказалось только для того чтоб мне сообщили, что моя заявка просрочилась.",1,bad,"01 сент, 2021",Свилев Алексей Евгеньевич,gazprombank,unkn
251,"Образовалась задолженность по кредитной карте. Стал выяснять какая сумма- приложение показывало 0.00 я решил , что возможно был какой-то  перерасчет и сумма долга погашена. Спустя полгода мне стали звонить коллекторы Росбанка и в хамском виде требовать отчёт по задолженности. После моего звонка на горячую линию оператор Артём Михайлович уверил меня, что по причине некорректной работы приложения мне пересчитают проценты и уберут их. Но задолженность надо оплатить. Оплатил. А после при закрытии кредитной карты мне выставили счет на все проценты. Приложение показывало 0.00 а операторы потребовали оплату на 39 000 больше. Получил справку о закрытии карты. Оставил письменное обращение о несогласии и требовании компенсации. А спустя 2 недели мне снова звонят коллекторы Росбанка и ТРЕБУЮТ еще 400 рублей!  Хамы и аферисты! Люди не работайте с этим банком!!!",1,bad,"01 сент, 2021",Анатолий Владимирович,rosbank,unkn
252,"Отвратительный банк. Подавала на ипотеку 30 июля, до сих пор нет ответа. Еще был казус сотрудник банка потерял ксерокопию паспорта. Сотрудники не выполняют свою работу.  Не советую этот банк.",1,bad,"01 сент, 2021",Валентина Андреевна,rosselkhozbank,unkn
253,"Всем наидобрейшего. С учетом полученного опыта сотрудничества хочу поделится условиями кредитования.  Обратился с вопросом рефинансирование в отделение банка,  при оформлении сотрудница красочно расписывала удобные условия,  вопрос страхования можно упустить,  ну в принципе потому что это обязательное условие,  но это ладно, самое бессовестное было далее,  я неоднократно спрашивал,  при досрочном погашении кредита, гасится ли основной долг,  сотрудница глядя в глаза уверяла  что только так,  в договоре этот вопрос умышленно упускается,  на мой вопрос почему не указано пояснила,  что это априори так и по другому быть не может, НО при первой моей попытке сделать досрочный платеж,  с меня был снят процент и как мне при жалобе пояснила,  что в какой бы срок я не гасит,  досрочно или нет,  я заплачу банку ОДИНАКОВО И СО ВСЕМИ НАЧИСЛЕННЫМИ ПРОЦЕНТАМИ,  как то так,  не видитесь на вранье сотрудников банка,  всем удачи",1,bad,"01 сент, 2021",,gazprombank,unkn
254,"Банк ВТБ ведет себя на уровне жуликов и рэкетиров. Вчера, 30 августа в 10 утра (обратите внимание на дату), получаю такую Sms ""...позвольте себе больше! По Вашей карте увеличен кредитный лимит до 155 000 руб. Если Вы уверены, что дополнительные средства Вам не понадобятся, отправьте 1 в ответ на данное сообщение до 29.08.2021. Внимание, ответ на сообщение платный. Банк ВТБ (ПАО)"". Я решил сначала, что это развод от телефонных мошенников. Оказалось, нет. Вхожу в приложение и вижу новый кредитный лимит, который я не просил. После долгих мучительных усилий и переговоров в чате (приложение ВТБ работало отвратительно) удалось уговорить вернуться к прежнему лимиту (и то через несколько дней, в течение которых я не могу пользоваться картой). Хотя я уже был готов идти в оффис и закрывать все карты ВТБ. Испортили всё утро.",1,bad,"31 авг, 2021",Петр,vtb,unkn
255,"Ужасный банк! Являюсь клиентом на протяжении нескольких лет, обслуживаюсь в отделении Митинское. Очень долгое обслуживание, через банкомат недоступны многие операции, нужно через операциониста, очереди постоянно минут по 40-50, иногда бывает и по часу. В крайний раз это было вообще... Мне нужно внести деньги на ссудный счёт, попав в кассу в 17:30, кассир сказал, что он уже не проведёт эту операцию, что уже поздно. Это вообще нормально? Т. Е. Я должна ещё раз потратить пол дня, бензин и время, чтобы внести платёж, Впервые встречаюсь с таким ужасный банком и таким отношением к своим клиентам. Постараюсь как можно скорее закрыть карту и никогда больше в жизни не стану клиентом банка Уралсиб. Так как за все время обслуживания в нем, я этот банк уже ну просто ненавижу!!! Желаю ему скорейшего либо разорения, либо лишения лицензии.",1,bad,"31 авг, 2021",Екатерина,uralsib,female
256,"Необходимы были деньги для оплаты образования сына по программе 2 дипломов (партнером программы являлся Газпромбанк, что, я думаю, немаловажно). После некоторых мытарств 20.07.2021 подали заявку на кредит наличными (сказали, что у Газпромбанка кредита на образование сейчас нет). Подали заявку через сайт и в отделении банка Газпромбанк на Менделеева, 138 (просили 3 млн, одобрили 1.5 с мелочью ) ежемесячный платеж и т.д.- дело осталось за малым - привести бумажные копии справки 2 НДФЛ и копию трудовой (в наш ковидный 21 век, где все данные можно взять на сайте госсуслуг, просить у клиентов бумажные копии я посчитал странным ). Но что делать - пришлось потратить время, нервы себе и другим (офис компании, где работаю, находится в другом субъекте РФ). Во время ожидания справок - позвонили из Газпромбанка, но уже другой кредитный специалист, сказал, что есть возможность получить под ставку 5.5 % кредит, а сумма кредита была названа не уже одобренные 1,5 млн, а максимальная - в сумме 5 млн. На рассказ о том, что Газпромбанк уже одобрил заявку на 1.5 млн и осталось лишь дождаться курьера с бумажными копиями ТК и НДФЛ, было сказано, что не проблема - ""подтянем"" и ту первую заявку и будем работать с обеими одновременно. Так как кредитный специалист, что работал с нами первоначально, планировал отпуск - мы решили, что по нашей первоначальной заявке произошла смена специалиста и проблем нет - только по прежнему предоставить справку 2 НДФЛ и копию ТК, сфотографироваться и и все. После отправки электронных копий документов (бумажные копии находились в пути) нас 27.08.2021 пригласили в офис для оформления, где после 40 минут возни было сказано, что в кредите отказано, на вопрос что это значит, так как кредит на 1.5 млн уже был одобрен, получили ответ, что первоначальная заявка об одобрении 1,5 млн закрыта по причине якобы МОЕГО ОТКАЗА от кредита, а по второй заявке уже пришел отказ. Таким образом, считаю действия специалистов не профессиональными, имидж банка испорчен, нам пришлось искать другие банки, другие кредиты, что сказалось на моем кредитном рейтинге - отказы в кредитовании пришли из 4 банков. По вине сотрудников Газпромбанка одобренный кредит 1,5 млн под 5 % мне - сотруднику организации-партнера Газпромбанка не выдали, хотя я от него никогда не отказывался. Кто и когда указал причину отказа по заявке на кредит - отказ клиента от кредита сотрудники Газпромбанка объяснить не смогли, письменную претензию приняли, выдали ксерокопию, а зарегистрировать претензию и сообщить номер регистрации отказались",1,bad,"31 авг, 2021",Пользователь Анонимный,gazprombank,unkn
257,"Мной был получен кредит по договору №18381**** с услугой Гарантия минимальной ставки, которая  подразумевает возврат неких процентов после выплаты кредита без нарушений условий.  Но в то же время сотрудником были навязаны услуги: пакет ""Золотой ключ"" - карта Master Card GOLD; коробочное страхование; финансовая защита; плата за услугу «гарантия минимальной ставки»; а также была взята комиссия за выдачу кредита наличными (4,9%). Только по возвращению домой и разобравшись со всеми документами,я поняла, что плата за все эти услуги, по сути, превышает финальный возврат процентов. Поэтому было принято решение оформить возврат всех навязанных услуг, платежей и комиссий. Первым делом, написала заявление на возврат «Финансовой защиты», его приняли к рассмотрению в отделении банка. Далее, со мной связались специалисты Совкомбанка по телефону и переубедили оформлять возврат «финансовой защиты», мотивируя это тем, что будет нарушено условие по гарантии минимальной ставки и что лучше все-таки получить возврат процентов в конце.  Я согласилась с ними в разговоре по телефону, они зафиксировали мой отказ от возврата ФЗ, и поэтому я даже не продолжила процедуру возврата всех остальных навязанных услуг  и комиссий. Но, как оказалось, возврат ФЗ все-таки был осуществлен, и после выплаты всего кредита мне отказали в возврате процентов по «гарантии минимальной ставки». Сотрудники совкомбанка все-таки оформили мне возврат ""финансовой защиты"", не взирая на мой отказ от заявления, и поэтому мне отказано в возврате процентов после выплаты кредита без нарушений. При этом вернуть плату за подключение услуги ""Гарантия минимальной ставки"", которая автоматически после отказа от ФЗ стала бесполезной, они не догадались. В таком случае, очень жаль, что ваши специалисты намеренно остановили процедуру возврата остальных навязанных услуг и комиссий. Моё требование в следующем: Вернуть 6760,98 руб за подключение услуги ""Гарантия минимальной ставки"" (услугой не воспользовалась)</li> Вернуть 2500 руб за навязанную услугу ""коробочное страхование"" (услугой не воспользовалась)</li> Вернуть 5499 руб за выдачу навязанного пакета""Золотой ключ"" и карты Master Card GOLD. (не воспользовалась)</li> Вернуть 3087 руб комиссии за выдачу кредита наличными. (незаконно)</li> Совкомбанк не рекомендую, много дополнительных скрытых условий и обмана.",1,bad,"30 авг, 2021",Любовь,sovkombank,female
258,"Направила заявку на ипотеку и кредит был согласован 15 ИЮЛЯ 2021 г. Сегодня уже 30 августа и мне никак не могут согласовать объект без объяснения причин, менеджер запрашивает какой то документ и пропадает на неделю на две, пока я сама не напишу вопрос в чат. Менеджер ни разу не связалась, хотя я несколько раз пыталась дозвониться до нее, оставляла заявку на звонок, просила сменить менеджера (в Сбербанке к слову даже есть кнопка ""сменить менеджера"") + от ВТБ после согласования суммы кредита было сообщение, что менеджер перезвонит Вам в ближайшее время. Но в итоге я только получала сухие формальные отписки в чате от менеджера. Ответ на вопрос ""какие регламентированные сроки согласования документов"" предоставлен не был, такое ощущение что просто тянут время или всем на всё всё равно. Оставляла заявки в других банках (Россельхозбанк, Росбанк,), там менеджеры сразу связывааются после согласования сумм и процентов и запрашивают документы, ведут полностью клиента, консультируют, а тут какое-то странное отношение. Менеджер ВТБ Д-ва Валерия Дмитриевна",1,bad,"30 авг, 2021",Светлана,vtb,female
259,"Был получен потребительский кредит в ООО МФК «КЭШДРАЙВ»,  через ЭКСПОБАНК, на сумму 157 894, 74 р, в договоре на кредит УЖЕ БЫЛ проставлен пункт о согласии на страхование. Оператор колл-центра ЭКСПОБАНКА и представитель ЭКСПОБАНКА уверяли, что без этого кредит не выдадут, но в течение 14 дней я могу расторгнуть данный договор. Как итог 37 894, 74 р, были списаны в счёт ООО ""Сейфти"", которая осуществляет страховку. Я направил заявление на расторжение, отправлял Почтой России ценным письмом с электронным уведомлением о вручении (номер отслеживания: 44307149008978, отметка о получении стоит), ответа не последовало. Экспобанк на вопросы не отвечает и никак не регулирует своего партнёра. Кешдрайв аналогично не отвечает на звонки и обращения. Сейфти также не отвечает на письма и звонки. Так как, 14 дней с момента получения ООО ""Сейфти"" моего заявления давно прошло и ответа не последовало, как и возврата средств. В данный момент подготавливается иск в суд, для дальнейшего выяснения обстоятельств и возврата суммы страхования, плюс всех расходов на юриста и штрафов. Исходя из всего, никогда не обращайтесь в этот банк за получением кредита. Банк не контролирует своих операторов,  представителей, которые самовольно заполняют договоры и обманывают клиентов. Также банк не контролирует своих партнёров, которые прямо нарушают закон и удерживают средства, прикрываясь, что договор я заключил не с ними.",1,bad,"30 авг, 2021",Антон Владимирович,expobank,unkn
260,"г. в отделении Филиала ПАО ""Совкомбанк"" я дала распоряжение оператору данного филиала  выполнить операцию по продаже части облигаций YANGO с последующим зачислением на действующий денежный счет для возможности их снятия. Девушка-оператор Елена ввела новый номер счета, соответствующий действующему депозитному пополняемому вкладу, а я положилась на ее компетенцию и не стала подвергать сомнениям ее действия. Ранее мне приходилось обращаться с этим распоряжением, которое благополучно исполнялось, но по другому счету начисления -  карта Халва. операция выполнена не была и деньги вернулись на личный брокерский счет. Я решила повторить эту операцию самостоятельно. г. за проведенную ONLINE мной операцию по переводу денежных средств с личного брокерского счета проданной части облигаций  YANGO с последующим зачислением на действующий пополняемый депозитный счет снова проведена не была и деньги вернулись назад на личный брокерский счет. При этом чек за проведение данной операции в размере 602.20 рублей был направлен мне на эл. почту. Хочу указать на неправомочность действия оператора, на ее низкую компетентность и тот моральный и материальный ущерб, заключающийся в срыве моих личных финансовых планов и планируемой поездки.",1,bad,"28 авг, 2021",Татьяна,sovkombank,female
